Rooms,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount
2,510000.0,13.8,2.0,1.0,1.0,127.0,76.0,1990.0,-37.8686,144.8182,5301.0
3,1450000.0,9.3,2.0,2.0,1.0,478.0,120.0,1925.0,-37.8893,145.0161,5051.0
3,1500000.0,13.0,3.0,2.0,1.0,565.0,222.0,1940.0,-37.9134,145.0263,6795.0
3,1285000.0,6.3,3.0,1.0,2.0,186.0,80.0,1920.0,-37.8554,145.0173,4836.0
4,2730000.0,9.7,4.0,3.0,2.0,674.0,336.0,1997.0,-37.8068,145.0786,5682.0
2,930000.0,11.4,2.0,2.0,1.0,166.0,170.0,2009.0,-37.8982,145.0488,7822.0
4,1620000.0,13.1,4.0,2.0,2.0,697.0,255.0,1940.0,-37.8151,145.135,4605.0
4,2820000.0,10.7,4.0,4.0,4.0,509.0,337.0,1960.0,-37.9172,145.0214,6938.0
4,1700000.0,9.7,3.0,1.0,1.0,672.0,115.0,1935.0,-37.8099,145.0792,5682.0
4,680000.0,10.5,4.0,2.0,2.0,554.0,140.0,1960.0,-37.7649,144.8633,4502.0
4,2520000.0,13.0,4.0,4.0,2.0,579.0,361.0,2012.0,-37.9155,145.0243,6795.0
4,2800000.0,11.2,4.0,2.0,4.0,569.0,229.0,1910.0,-37.8962,145.0011,10579.0
2,801000.0,5.2,2.0,2.0,1.0,156.0,87.0,2007.0,-37.7744,144.9498,11918.0
3,825000.0,13.0,3.0,2.0,2.0,147.0,149.0,2007.0,-37.9317,145.0352,6795.0
3,710000.0,11.1,3.0,1.0,3.0,540.0,116.0,1960.0,-37.8294,144.8378,5132.0
4,1415500.0,13.6,3.0,2.0,1.0,1033.0,164.0,1950.0,-37.8738,145.1095,3582.0
3,1518000.0,11.0,3.0,2.0,2.0,516.0,145.0,1920.0,-37.8675,145.0668,3052.0
3,565000.0,10.8,3.0,2.0,1.0,566.0,78.0,1970.0,-37.7844,144.8523,3589.0
2,635000.0,7.8,2.0,1.0,1.0,97.0,95.0,2014.0,-37.7516,144.9623,11204.0
4,1045000.0,13.9,4.0,2.0,1.0,316.0,190.0,2010.0,-37.9198,145.0789,10969.0
3,1900000.0,6.3,3.0,1.0,2.0,328.0,108.0,1900.0,-37.8559,145.0158,4836.0
3,786000.0,5.9,3.0,2.0,1.0,576.0,120.0,1940.0,-37.7816,144.9217,6567.0
3,770000.0,13.9,3.0,2.0,1.0,281.0,132.0,2005.0,-37.9257,145.0811,10969.0
4,3010000.0,3.4,4.0,3.0,2.0,382.0,250.0,1903.0,-37.7897,144.9992,2954.0
4,1920000.0,10.7,4.0,1.0,1.0,1000.0,203.0,1960.0,-37.931,145.0163,6938.0
4,1905000.0,9.2,4.0,2.0,2.0,647.0,185.0,1955.0,-37.7917,145.0868,7809.0
1,290000.0,8.1,1.0,1.0,1.0,952.0,43.0,1970.0,-37.8744,145.0371,6923.0
4,1015000.0,13.9,4.0,2.0,3.0,625.0,198.0,1997.0,-37.9374,145.0726,10969.0
3,1176500.0,2.5,2.0,1.0,1.0,138.0,105.0,1890.0,-37.8021,144.9965,4019.0
2,754000.0,5.2,2.0,2.0,1.0,177.0,105.0,2000.0,-37.7625,144.9653,11918.0
4,2640000.0,11.2,4.0,2.0,2.0,848.0,246.0,1975.0,-37.9234,145.0042,10579.0
4,1330000.0,2.5,4.0,2.0,2.0,780.0,135.0,1900.0,-37.8073,144.9952,4019.0
3,495000.0,10.8,3.0,2.0,1.0,327.0,124.0,2006.0,-37.7851,144.8517,3589.0
3,1447500.0,2.5,3.0,3.0,1.0,166.0,174.0,2012.0,-37.8017,145.0001,4019.0
4,2000000.0,9.7,3.0,1.0,2.0,739.0,291.0,1930.0,-37.8039,145.0631,5682.0
2,775000.0,10.7,2.0,1.0,1.0,112.0,90.0,1960.0,-37.9306,145.0284,6938.0
4,1680000.0,9.2,4.0,3.0,1.0,362.0,200.0,2014.0,-37.7987,145.0788,7809.0
3,1750000.0,9.7,3.0,2.0,3.0,613.0,193.0,1943.0,-37.8056,145.0688,5682.0
5,2730000.0,11.2,5.0,3.0,2.0,895.0,423.0,1938.0,-37.9204,145.0028,10579.0
4,1100000.0,12.2,3.0,2.0,2.0,803.0,152.0,1970.0,-37.8621,145.1126,2894.0
3,2005000.0,8.1,4.0,2.0,3.0,361.0,237.0,2014.0,-37.8694,145.0296,6923.0
2,475000.0,10.8,2.0,1.0,1.0,115.0,104.0,1980.0,-37.7948,144.85399999999996,3589.0
3,1425000.0,13.0,3.0,2.0,2.0,613.0,143.0,1960.0,-37.9311,145.0428,6795.0
3,575000.0,10.8,3.0,1.0,3.0,559.0,98.0,1955.0,-37.7923,144.852,3589.0
3,1020000.0,5.2,3.0,1.0,3.0,308.0,119.0,1943.0,-37.7649,144.9641,11918.0
3,1400000.0,13.1,3.0,2.0,1.0,643.0,159.0,1940.0,-37.8285,145.1272,4605.0
3,797500.0,5.9,3.0,2.0,2.0,262.0,155.0,2010.0,-37.7519,144.9324,7082.0
4,890000.0,5.9,4.0,1.0,1.0,300.0,185.0,1890.0,-37.7766,144.9143,6567.0
4,2200000.0,6.3,4.0,1.0,2.0,495.0,163.0,1900.0,-37.8613,145.0264,4836.0
2,495000.0,3.4,2.0,1.0,1.0,515.0,50.0,1970.0,-37.7875,145.0049,2954.0
3,1050000.0,13.9,3.0,1.0,4.0,726.0,131.0,1950.0,-37.9117,145.0695,10969.0
2,580000.0,13.8,2.0,2.0,1.0,175.0,76.0,2013.0,-37.8687,144.8268,5301.0
3,892500.0,10.5,3.0,1.0,1.0,586.0,118.0,1965.0,-37.7642,144.8603,4502.0
4,2230000.0,5.2,4.0,2.0,3.0,851.0,287.0,1940.0,-37.7637,144.9662,11918.0
4,921500.0,5.9,3.0,1.0,1.0,575.0,165.0,1930.0,-37.7575,144.9402,7082.0
3,2000000.0,7.8,3.0,1.0,2.0,821.0,105.0,1925.0,-37.8459,145.0644,8920.0
4,970000.0,5.9,4.0,3.0,2.0,499.0,150.0,1925.0,-37.7538,144.944,7082.0
2,1014000.0,10.7,2.0,1.0,1.0,267.0,131.0,1990.0,-37.9055,145.0173,6938.0
3,1600000.0,11.4,4.0,2.0,2.0,751.0,40.0,1923.0,-37.8945,145.0648,7822.0
4,2255000.0,13.0,4.0,3.0,2.0,557.0,353.0,2008.0,-37.9132,145.0251,6795.0
3,1340000.0,13.0,3.0,2.0,1.0,526.0,135.0,1910.0,-37.9279,145.031,6795.0
2,1845000.0,10.7,2.0,1.0,2.0,604.0,145.0,1950.0,-37.9268,145.0094,6938.0
2,435000.0,7.8,2.0,1.0,1.0,896.0,77.0,1960.0,-37.8479,145.0958,8920.0
2,890000.0,5.2,2.0,1.0,1.0,199.0,93.0,1900.0,-37.7676,144.9659,11918.0
4,1717500.0,6.4,4.0,2.0,1.0,599.0,203.0,1925.0,-37.7717,145.031,2211.0
3,1780000.0,7.8,3.0,1.0,1.0,769.0,133.0,1930.0,-37.8482,145.0949,8920.0
4,1698888.0,13.9,4.0,2.0,2.0,598.0,337.0,2006.0,-37.9138,145.0774,10969.0
3,1000000.0,5.9,3.0,2.0,2.0,440.0,120.0,1955.0,-37.7746,144.9031,6567.0
5,2200000.0,9.2,5.0,3.0,2.0,900.0,355.0,1955.0,-37.7868,145.0677,7809.0
3,855000.0,12.2,3.0,2.0,1.0,320.0,85.0,1958.0,-37.87,145.1103,2894.0
3,1650000.0,7.8,3.0,2.0,2.0,305.0,189.0,1998.0,-37.8365,145.0802,8920.0
3,652000.0,10.8,3.0,2.0,1.0,216.0,145.0,2010.0,-37.7865,144.8605,3589.0
3,825000.0,7.8,2.0,1.0,1.0,374.0,118.0,1910.0,-37.7561,144.9715,11204.0
2,754000.0,9.7,2.0,1.0,1.0,87.0,88.0,1990.0,-37.8134,145.08100000000005,5682.0
2,953000.0,7.8,2.0,1.0,1.0,170.0,101.0,1890.0,-37.7508,144.9608,11204.0
4,2030000.0,7.8,4.0,2.0,2.0,686.0,210.0,1960.0,-37.8458,145.0611,8920.0
3,985000.0,5.2,3.0,1.0,2.0,384.0,89.0,1940.0,-37.7626,144.9535,11918.0
2,580000.0,8.1,2.0,1.0,1.0,934.0,68.0,2012.0,-37.8607,145.0116,6923.0
3,2325000.0,7.8,3.0,2.0,2.0,1133.0,131.0,1930.0,-37.8426,145.0943,8920.0
4,990000.0,7.8,4.0,1.0,1.0,488.0,142.0,1930.0,-37.7537,144.9532,11204.0
3,784000.0,7.8,2.0,1.0,1.0,286.0,110.0,1890.0,-37.7427,144.952,11204.0
4,881000.0,13.6,3.0,2.0,1.0,188.0,137.0,2014.0,-37.8781,145.0955,3582.0
3,1440000.0,5.9,3.0,1.0,1.0,487.0,131.0,1900.0,-37.7725,144.9146,6567.0
4,1480000.0,5.9,4.0,2.0,2.0,597.0,180.0,1939.0,-37.7757,144.9088,6567.0
4,1320000.0,13.0,4.0,3.0,3.0,346.0,220.0,2010.0,-37.9294,145.041,6795.0
5,2550000.0,10.7,5.0,3.0,2.0,551.0,346.0,2016.0,-37.9176,145.009,6938.0
3,1651000.0,9.2,3.0,1.0,2.0,657.0,151.0,1960.0,-37.7895,145.0985,7809.0
2,685000.0,9.2,2.0,1.0,1.0,177.0,85.0,1975.0,-37.7935,145.0679,7809.0
2,930000.0,11.4,2.0,1.0,1.0,264.0,110.0,1930.0,-37.8864,145.0561,7822.0
2,1135000.0,2.5,2.0,2.0,2.0,98.0,128.0,1920.0,-37.8005,144.9952,4019.0
2,858000.0,11.2,2.0,1.0,1.0,107.0,75.0,1950.0,-37.8958,144.9982,10579.0
3,1710000.0,11.0,3.0,1.0,2.0,806.0,101.0,1950.0,-37.8695,145.084,3052.0
3,1200000.0,12.2,3.0,2.0,2.0,839.0,198.0,1970.0,-37.8614,145.1098,2894.0
2,588000.0,11.4,2.0,1.0,1.0,133.0,71.0,2011.0,-37.89,145.0559,7822.0
3,1038000.0,9.2,3.0,2.0,1.0,207.0,144.0,2003.0,-37.7893,145.092,7809.0
4,1500000.0,12.2,4.0,2.0,1.0,593.0,255.0,1930.0,-37.8655,145.096,2894.0
2,471000.0,5.9,2.0,1.0,1.0,564.0,60.0,1970.0,-37.7665,144.9425,7082.0
3,1193000.0,6.6,3.0,1.0,1.0,178.0,100.0,1920.0,-37.8663,144.9948,2952.0
3,900000.0,13.9,3.0,1.0,3.0,780.0,140.0,1940.0,-37.9347,145.0507,10969.0
2,702000.0,13.9,2.0,1.0,1.0,591.0,102.0,1960.0,-37.9179,145.071,10969.0
4,1100000.0,11.8,4.0,2.0,2.0,693.0,212.0,1975.0,-37.7743,145.0863,4480.0
2,500000.0,13.5,2.0,1.0,1.0,168.0,86.0,2011.0,-37.7215,144.8864,3464.0
4,1850000.0,5.9,4.0,3.0,1.0,478.0,270.0,1900.0,-37.7729,144.9179,6567.0
2,405000.0,11.4,2.0,1.0,1.0,967.0,72.0,1970.0,-37.8843,145.0531,7822.0
4,1761000.0,11.2,4.0,2.0,3.0,615.0,135.0,1920.0,-37.8956,145.0026,10579.0
3,1050000.0,5.9,3.0,2.0,2.0,318.0,160.0,2013.0,-37.7744,144.9035,6567.0
4,1518000.0,11.4,3.0,3.0,2.0,454.0,275.0,2000.0,-37.8869,145.0628,7822.0
3,1635000.0,11.2,3.0,1.0,2.0,366.0,156.0,1920.0,-37.9038,145.0001,10579.0
3,1197000.0,13.9,3.0,1.0,2.0,692.0,147.0,1949.0,-37.9232,145.0563,10969.0
4,2700000.0,11.2,4.0,2.0,2.0,732.0,333.0,1925.0,-37.8987,144.9953,10579.0
4,1916000.0,9.3,4.0,2.0,2.0,630.0,205.0,1910.0,-37.8894,145.0145,5051.0
4,1875000.0,5.2,4.0,2.0,2.0,657.0,207.0,1958.0,-37.7725,144.964,11918.0
3,823000.0,13.9,3.0,2.0,2.0,213.0,143.0,2003.0,-37.9079,145.0707,10969.0
2,585000.0,11.4,2.0,1.0,1.0,108.0,67.0,1970.0,-37.8973,145.0596,7822.0
3,1293000.0,13.0,3.0,1.0,1.0,632.0,108.0,1950.0,-37.9282,145.0367,6795.0
4,2000000.0,7.8,4.0,3.0,4.0,697.0,271.0,1980.0,-37.836,145.056,8920.0
3,870000.0,7.8,3.0,1.0,1.0,371.0,100.0,1980.0,-37.735,144.9558,11204.0
3,1662000.0,11.0,3.0,2.0,2.0,351.0,228.0,2006.0,-37.8742,145.07,3052.0
4,1800000.0,11.0,4.0,2.0,4.0,749.0,206.0,1950.0,-37.8669,145.077,3052.0
4,1800000.0,9.7,4.0,2.0,2.0,715.0,218.0,1985.0,-37.811,145.0958,5682.0
3,1750000.0,8.1,3.0,2.0,2.0,692.0,313.0,1955.0,-37.8629,145.019,6923.0
4,3270000.0,9.7,4.0,2.0,4.0,935.0,241.0,1927.0,-37.8157,145.0795,5682.0
4,1500000.0,5.2,4.0,3.0,1.0,365.0,209.0,1890.0,-37.7624,144.9671,11918.0
4,875000.0,11.1,3.0,1.0,4.0,559.0,169.0,1965.0,-37.8448,144.8529,5132.0
2,535600.0,13.8,2.0,1.0,1.0,154.0,91.0,1996.0,-37.8646,144.8272,5301.0
4,2650000.0,7.8,4.0,2.0,1.0,652.0,189.0,1890.0,-37.8286,145.0686,8920.0
1,346000.0,11.4,1.0,1.0,1.0,60.0,48.0,1970.0,-37.8965,145.0618,7822.0
3,675000.0,11.1,3.0,2.0,2.0,171.0,109.0,2012.0,-37.8337,144.8554,5132.0
2,490000.0,5.9,2.0,1.0,1.0,423.0,62.0,1970.0,-37.7736,144.9015,6567.0
3,1275000.0,13.0,3.0,1.0,4.0,758.0,138.0,1960.0,-37.9267,145.043,6795.0
2,600000.0,11.4,2.0,1.0,1.0,73.0,61.0,1970.0,-37.897,145.0593,7822.0
3,1480000.0,9.2,3.0,1.0,4.0,605.0,116.0,1950.0,-37.7951,145.0696,7809.0
4,550000.0,10.8,4.0,2.0,1.0,288.0,160.0,2000.0,-37.7775,144.855,3589.0
2,1001000.0,9.3,2.0,2.0,1.0,255.0,85.0,1890.0,-37.8887,145.0207,5051.0
2,700000.0,7.8,2.0,1.0,1.0,631.0,75.0,1970.0,-37.8434,145.08100000000005,8920.0
3,1535000.0,13.0,2.0,2.0,2.0,572.0,150.0,1930.0,-37.9148,145.0404,6795.0
4,1750000.0,9.2,4.0,2.0,2.0,673.0,185.0,1960.0,-37.7856,145.0918,7809.0
2,1053000.0,9.7,2.0,1.0,2.0,231.0,98.0,1985.0,-37.8123,145.0821,5682.0
2,610000.0,5.9,2.0,1.0,1.0,301.0,104.0,1995.0,-37.7791,144.914,6567.0
2,711000.0,5.9,2.0,1.0,1.0,177.0,87.0,1910.0,-37.7619,144.9412,7082.0
4,1136000.0,7.8,4.0,3.0,1.0,420.0,146.0,1920.0,-37.7501,144.96200000000005,11204.0
3,715000.0,13.5,3.0,2.0,2.0,422.0,126.0,1995.0,-37.7164,144.8792,3464.0
3,1160000.0,11.7,3.0,1.0,1.0,786.0,111.0,1950.0,-37.8525,145.1198,5678.0
2,806000.0,9.7,2.0,1.0,1.0,122.0,97.0,1977.0,-37.8124,145.0916,5682.0
4,1910000.0,13.0,4.0,2.0,4.0,736.0,284.0,1950.0,-37.9224,145.0462,6795.0
4,1800000.0,9.7,3.0,2.0,2.0,577.0,200.0,1948.0,-37.8032,145.0693,5682.0
2,530000.0,13.5,2.0,1.0,1.0,120.0,94.0,2012.0,-37.7234,144.8792,3464.0
4,1085000.0,11.8,4.0,2.0,1.0,1124.0,225.0,1960.0,-37.7679,145.0958,4480.0
3,1130000.0,5.9,3.0,2.0,1.0,272.0,157.0,1900.0,-37.7774,144.928,6567.0
2,536000.0,8.1,2.0,1.0,1.0,771.0,82.0,1960.0,-37.8686,145.0239,6923.0
3,1150000.0,9.2,3.0,2.0,1.0,207.0,144.0,2003.0,-37.7893,145.092,7809.0
3,2100000.0,3.3,2.0,1.0,1.0,120.0,123.0,1900.0,-37.8427,144.9546,3280.0
2,742500.0,13.9,2.0,1.0,1.0,300.0,135.0,1960.0,-37.9099,145.0726,10969.0
4,2620000.0,9.0,4.0,1.0,1.0,717.0,235.0,1890.0,-37.8266,145.0849,3265.0
3,620000.0,11.1,5.0,2.0,2.0,276.0,100.0,2010.0,-37.8262,144.8443,5132.0
2,910000.0,13.0,2.0,1.0,2.0,274.0,96.0,1970.0,-37.9178,145.0413,6795.0
2,760000.0,5.9,2.0,1.0,1.0,124.0,77.0,1900.0,-37.7807,144.9285,6567.0
4,1160000.0,13.9,3.0,2.0,2.0,321.0,180.0,2006.0,-37.914,145.0714,10969.0
4,2475000.0,11.2,4.0,2.0,2.0,605.0,274.0,1920.0,-37.916,145.0064,10579.0
4,1860000.0,13.0,4.0,2.0,3.0,855.0,197.0,1930.0,-37.9163,145.0324,6795.0
3,875000.0,13.0,3.0,1.0,2.0,348.0,121.0,1950.0,-37.9273,145.0479,6795.0
4,2100000.0,6.4,4.0,2.0,2.0,575.0,271.0,2008.0,-37.7723,145.0319,2211.0
2,656000.0,11.4,2.0,1.0,1.0,103.0,82.0,1970.0,-37.8873,145.0559,7822.0
3,1095000.0,5.9,3.0,1.0,1.0,411.0,168.0,1935.0,-37.7728,144.9478,7082.0
3,990000.0,11.8,3.0,1.0,2.0,602.0,175.0,1975.0,-37.7674,145.0988,4480.0
3,1435000.0,5.9,3.0,2.0,2.0,532.0,147.0,1950.0,-37.7737,144.904,6567.0
3,808000.0,11.4,3.0,1.0,1.0,111.0,116.0,1998.0,-37.8889,145.0495,7822.0
5,1900000.0,13.0,5.0,2.0,2.0,567.0,250.0,1926.0,-37.9144,145.0401,6795.0
4,1950000.0,3.2,4.0,2.0,2.0,207.0,162.0,1900.0,-37.7804,144.9748,3106.0
3,1370000.0,7.8,3.0,1.0,1.0,233.0,180.0,1890.0,-37.7549,144.9611,11204.0
3,1008000.0,11.4,3.0,2.0,1.0,300.0,130.0,1990.0,-37.8974,145.0539,7822.0
4,1550000.0,11.4,4.0,2.0,2.0,757.0,133.0,1930.0,-37.8925,145.0541,7822.0
3,1305000.0,5.9,2.0,1.0,1.0,278.0,166.0,1900.0,-37.7768,144.9223,6567.0
2,710000.0,5.9,2.0,1.0,1.0,214.0,77.0,1890.0,-37.7776,144.9142,6567.0
3,1022500.0,11.7,3.0,2.0,2.0,265.0,130.0,2000.0,-37.8516,145.1056,5678.0
3,1590000.0,10.7,3.0,3.0,2.0,481.0,244.0,2012.0,-37.931,145.0198,6938.0
4,1400000.0,9.7,4.0,3.0,2.0,241.0,240.0,2009.0,-37.8042,145.1042,5682.0
4,1675000.0,9.2,4.0,2.0,2.0,667.0,201.0,1974.0,-37.7835,145.0883,7809.0
3,1425000.0,5.9,3.0,2.0,2.0,495.0,139.0,1920.0,-37.7821,144.9055,6567.0
5,1560000.0,9.2,5.0,2.0,3.0,845.0,199.0,1980.0,-37.7898,145.1021,7809.0
4,1200000.0,11.1,4.0,1.0,4.0,633.0,158.0,1960.0,-37.8375,144.8541,5132.0
4,1350000.0,5.2,4.0,1.0,1.0,370.0,151.0,1940.0,-37.7728,144.9639,11918.0
3,1370000.0,13.0,3.0,1.0,2.0,624.0,143.0,1950.0,-37.9256,145.0374,6795.0
3,2615000.0,3.3,3.0,2.0,1.0,177.0,181.0,1880.0,-37.8415,144.9585,3280.0
4,2150000.0,10.7,4.0,3.0,2.0,614.0,225.0,1970.0,-37.9186,145.0175,6938.0
2,615000.0,7.8,2.0,1.0,1.0,1107.0,68.0,1960.0,-37.8347,145.05700000000004,8920.0
3,1075000.0,11.8,3.0,1.0,1.0,604.0,96.0,1960.0,-37.7711,145.0928,4480.0
3,1367000.0,9.7,3.0,2.0,2.0,219.0,164.0,2003.0,-37.8125,145.0849,5682.0
3,1670000.0,11.0,3.0,2.0,2.0,599.0,220.0,1930.0,-37.8673,145.0688,3052.0
3,1987000.0,7.8,3.0,2.0,2.0,706.0,164.0,1960.0,-37.8457,145.0611,8920.0
3,1100000.0,11.0,3.0,3.0,2.0,276.0,178.0,2004.0,-37.8699,145.0778,3052.0
3,840000.0,13.5,3.0,2.0,1.0,303.0,225.0,2016.0,-37.718,144.878,3464.0
2,667000.0,7.8,2.0,1.0,1.0,83.0,81.0,1960.0,-37.8355,145.0633,8920.0
2,820000.0,13.0,2.0,1.0,3.0,336.0,109.0,1960.0,-37.929,145.0375,6795.0
4,2200000.0,10.7,4.0,2.0,2.0,654.0,286.0,2000.0,-37.9292,145.0236,6938.0
3,579000.0,10.8,3.0,2.0,1.0,198.0,144.0,2013.0,-37.7827,144.8625,3589.0
2,633000.0,11.7,2.0,1.0,1.0,276.0,92.0,1965.0,-37.8454,145.0971,5678.0
4,1530000.0,9.2,4.0,2.0,2.0,701.0,198.0,1960.0,-37.7839,145.0954,7809.0
3,1380000.0,5.9,3.0,2.0,2.0,277.0,174.0,1910.0,-37.7777,144.9221,6567.0
3,990000.0,11.8,3.0,2.0,1.0,585.0,180.0,1950.0,-37.7689,145.099,4480.0
4,2145000.0,11.2,3.0,2.0,1.0,550.0,197.0,1910.0,-37.8954,145.0017,10579.0
3,1200000.0,13.9,3.0,1.0,1.0,640.0,120.0,1960.0,-37.916,145.0776,10969.0
3,815000.0,11.1,3.0,2.0,3.0,555.0,130.0,1960.0,-37.8318,144.8388,5132.0
3,1200000.0,13.9,3.0,1.0,1.0,721.0,120.0,1970.0,-37.9244,145.0665,10969.0
5,950000.0,13.9,5.0,2.0,4.0,618.0,146.0,1950.0,-37.9209,145.0757,10969.0
2,805000.0,6.4,2.0,2.0,3.0,155.0,140.0,2004.0,-37.7804,145.0308,2211.0
3,1355000.0,10.7,3.0,1.0,2.0,759.0,151.0,1930.0,-37.9057,145.0166,6938.0
4,1690000.0,13.9,4.0,2.0,2.0,700.0,165.0,1950.0,-37.9117,145.0534,10969.0
2,675000.0,13.5,2.0,1.0,1.0,612.0,100.0,1975.0,-37.7187,144.8765,3464.0
5,2570000.0,9.7,5.0,3.0,2.0,715.0,420.0,2009.0,-37.8028,145.0768,5682.0
2,1040000.0,9.2,2.0,1.0,1.0,250.0,112.0,1995.0,-37.7996,145.0959,7809.0
2,705000.0,5.2,2.0,1.0,1.0,161.0,68.0,1910.0,-37.7646,144.9586,11918.0
3,812000.0,7.8,3.0,1.0,1.0,370.0,130.0,1930.0,-37.7561,144.9718,11204.0
4,610000.0,10.8,4.0,2.0,1.0,283.0,154.0,1990.0,-37.7908,144.8485,3589.0
3,763000.0,7.8,3.0,2.0,1.0,107.0,110.0,1994.0,-37.7517,144.963,11204.0
2,780000.0,3.4,2.0,1.0,1.0,155.0,85.0,1880.0,-37.7934,144.9922,2954.0
3,1200000.0,9.3,3.0,2.0,2.0,494.0,135.0,1920.0,-37.9027,145.0322,5051.0
3,685000.0,13.5,3.0,1.0,1.0,579.0,113.0,1975.0,-37.7226,144.8733,3464.0
3,730000.0,10.8,3.0,2.0,2.0,544.0,135.0,1970.0,-37.7815,144.855,3589.0
2,845500.0,5.2,2.0,1.0,1.0,179.0,90.0,1890.0,-37.7742,144.9542,11918.0
4,1352000.0,13.9,4.0,2.0,2.0,618.0,196.0,1950.0,-37.9252,145.0562,10969.0
2,1110000.0,12.2,2.0,1.0,1.0,586.0,86.0,1950.0,-37.8683,145.1082,2894.0
3,1340000.0,5.2,3.0,1.0,1.0,316.0,132.0,1910.0,-37.7741,144.9703,11918.0
4,1035000.0,13.9,3.0,1.0,2.0,610.0,160.0,1950.0,-37.9193,145.0691,10969.0
3,970000.0,5.9,3.0,1.0,2.0,350.0,125.0,1904.0,-37.7759,144.91,6567.0
2,755000.0,9.7,2.0,1.0,1.0,213.0,92.0,1980.0,-37.8092,145.0789,5682.0
2,945000.0,5.2,2.0,1.0,2.0,246.0,103.0,1910.0,-37.775,144.9536,11918.0
4,1860000.0,11.0,4.0,2.0,3.0,696.0,274.0,2000.0,-37.8711,145.0746,3052.0
3,1101000.0,6.3,3.0,1.0,2.0,103.0,3.0,2000.0,-37.8542,145.0135,4836.0
3,1320000.0,13.9,3.0,1.0,1.0,593.0,94.0,1950.0,-37.9178,145.067,10969.0
4,645000.0,10.8,4.0,2.0,1.0,283.0,154.0,1990.0,-37.7908,144.8485,3589.0
3,1500000.0,13.1,3.0,1.0,2.0,664.0,106.0,1930.0,-37.8235,145.1276,4605.0
4,131000.0,8.9,4.0,1.0,2.0,499.0,155.0,1920.0,-37.8864,145.0242,2379.0
3,1500000.0,9.2,3.0,2.0,1.0,778.0,154.0,1950.0,-37.7939,145.0789,7809.0
5,1600000.0,13.9,4.0,2.0,2.0,659.0,315.0,1930.0,-37.906,145.0547,10969.0
3,825000.0,7.8,3.0,1.0,2.0,577.0,131.0,1920.0,-37.7459,144.9773,11204.0
3,1330000.0,9.3,3.0,1.0,1.0,312.0,123.0,1926.0,-37.8893,145.0196,5051.0
3,1000000.0,13.6,3.0,1.0,2.0,630.0,105.0,1960.0,-37.8838,145.102,3582.0
3,1130000.0,7.8,3.0,1.0,2.0,735.0,127.0,1920.0,-37.7379,144.9623,11204.0
4,882000.0,10.8,4.0,2.0,2.0,393.0,216.0,2008.0,-37.7763,144.8543,3589.0
2,903000.0,10.7,2.0,1.0,1.0,171.0,101.0,1970.0,-37.9125,145.0114,6938.0
5,1700000.0,10.7,4.0,2.0,1.0,994.0,274.0,1935.0,-37.9187,145.0187,6938.0
6,1430000.0,5.9,4.0,2.0,1.0,461.0,286.0,1900.0,-37.78,144.9295,6567.0
3,1317500.0,13.0,3.0,1.0,1.0,576.0,127.0,1945.0,-37.9149,145.0254,6795.0
3,2100000.0,9.2,3.0,2.0,3.0,949.0,175.0,1940.0,-37.796,145.0696,7809.0
3,1700000.0,9.2,3.0,2.0,3.0,763.0,168.0,1960.0,-37.7935,145.0865,7809.0
1,772000.0,5.2,1.0,1.0,1.0,147.0,82.0,1890.0,-37.7643,144.9584,11918.0
4,1900000.0,9.2,4.0,2.0,2.0,642.0,215.0,1955.0,-37.7988,145.0726,7809.0
5,1750000.0,9.2,5.0,3.0,2.0,705.0,365.0,2013.0,-37.7851,145.0775,7809.0
3,845000.0,13.6,3.0,2.0,1.0,177.0,111.0,2012.0,-37.8824,145.1042,3582.0
3,750000.0,13.1,3.0,2.0,1.0,150.0,3.0,2000.0,-37.8287,145.1319,4605.0
3,640000.0,7.8,3.0,1.0,2.0,119.0,109.0,1995.0,-37.7403,144.9491,11204.0
2,750000.0,5.2,2.0,2.0,1.0,118.0,88.0,2013.0,-37.7723,144.9643,11918.0
4,1240000.0,12.2,4.0,2.0,2.0,766.0,192.0,1950.0,-37.8629,145.1097,2894.0
4,1155000.0,13.0,4.0,3.0,2.0,271.0,205.0,2010.0,-37.9252,145.0494,6795.0
3,1665000.0,11.0,3.0,2.0,3.0,702.0,145.0,1945.0,-37.8737,145.0695,3052.0
2,1440000.0,11.0,2.0,1.0,1.0,687.0,104.0,1940.0,-37.872,145.0692,3052.0
4,2140000.0,3.3,3.0,2.0,1.0,183.0,145.0,1880.0,-37.8434,144.9495,3280.0
4,1650000.0,10.7,5.0,3.0,2.0,598.0,212.0,1948.0,-37.9075,145.0248,6938.0
4,3400000.0,9.0,4.0,1.0,4.0,845.0,411.0,2008.0,-37.8184,145.0702,3265.0
4,1345000.0,5.9,4.0,1.0,1.0,552.0,155.0,1920.0,-37.7769,144.9138,6567.0
4,762000.0,10.5,4.0,2.0,2.0,589.0,150.0,1961.0,-37.7573,144.8534,4502.0
5,1550000.0,13.9,5.0,3.0,2.0,583.0,296.0,2007.0,-37.9143,145.0699,10969.0
3,1450000.0,9.2,3.0,1.0,2.0,665.0,124.0,1950.0,-37.7862,145.0781,7809.0
2,435000.0,7.8,2.0,1.0,1.0,896.0,77.0,1960.0,-37.8479,145.0958,8920.0
